NOM^EQUIP^POSICIO^ALTURA^GRUIX^EDAT
Chris Woodward^ATL^Aler^193.42^79.09^30.67
Pete Orr^ATL^Aler^196.11^74.81^27.73
Martin Prado^ATL^Aler^196.11^72.67^23.34
Tony Pe?a^ATL^Ala-pivot^196.11^76.95^25.94
Edgar Renteria^ATL^Ala-pivot^196.11^85.5^31.56
Chipper Jones^ATL^Aler^204.17^89.78^34.85
Willy Aybar^ATL^Aler^193.42^74.81^23.98
Jeff Francoeur^ATL^Escorta^204.17^94.05^23.14
Matt Diaz^ATL^Escorta^196.11^88.06^28.99
Kelly Johnson^ATL^Escorta^196.11^76.95^25.02
Andruw Jones^ATL^Escorta^196.11^89.78^29.85
Ryan Langerhans^ATL^Escorta^201.5^83.36^27.03
Scott Thorman^ATL^Escorta^201.5^85.5^25.15
T.J. Bohn^ATL^Escorta^206.86^85.5^27.12
Tim Hudson^ATL^Base^196.11^70.11^31.63
Jonathan Johnson^ATL^Base^193.42^76.95^32.62
John Smoltz^ATL^Base^201.5^94.05^39.79
Mike Hampton^ATL^Base^188.06^83.36^34.47
Kyle Davies^ATL^Base^198.81^87.64^23.47
Chuck James^ATL^Base^193.42^72.67^25.31
Phil Stockman^ATL^Pivot^214.93^102.6^27.1
Macay McBride^ATL^Pivot^190.75^89.78^24.35
Joey Devine^ATL^Pivot^190.75^83.36^23.45
Peter Moylan^ATL^Pivot^198.81^85.5^28.24
Mike Gonzalez^ATL^Pivot^198.81^87.64^28.77
Lance Cormier^ATL^Pivot^196.11^82.08^26.53
Blaine Boyer^ATL^Pivot^201.5^81.23^25.64
Manny Acosta^ATL^Pivot^204.17^72.67^25.83
Bob Wickman^ATL^Pivot^196.11^102.6^38.06
Tanyon Sturtze^ATL^Pivot^206.86^85.5^36.38
Oscar Villarreal^ATL^Pivot^193.42^87.64^25.27
Rafael Soriano^ATL^Pivot^196.11^74.81^27.2
Chad Paronto^ATL^Pivot^206.86^106.88^31.59
Tyler Yates^ATL^Pivot^204.17^94.05^29.56
Henry Blanco^CHC^Base^190.75^95.76^35.5
Michael Barrett^CHC^Base^201.5^89.78^30.35
Geovany Soto^CHC^Base^196.11^83.36^24.11
Scott Moore^CHC^Pivot^198.81^76.95^23.29
Derrek Lee^CHC^Pivot^206.86^104.74^31.48
Ryan Theriot^CHC^Aler^190.75^74.81^27.23
Ronny Cedeno^CHC^Ala-pivot^193.42^76.95^24.07
Aramis Ramirez^CHC^Aler^196.11^91.91^28.68
Cesar Izturis^CHC^Aler^185.37^74.81^27.05
Alfonso Soriano^CHC^Escorta^196.11^76.95^31.15
Jacque Jones^CHC^Escorta^188.06^83.36^31.85
Daryle Ward^CHC^Escorta^198.81^98.33^31.68
Cliff Floyd^CHC^Escorta^204.17^98.33^34.23
Mark DeRosa^CHC^Escorta^196.11^87.64^32.01
Matt Murton^CHC^Escorta^196.11^91.91^25.41
Buck Coats^CHC^Escorta^201.5^83.36^24.73
Angel Pagan^CHC^Escorta^196.11^76.95^25.66
Sean Marshall^CHC^Base^212.24^87.64^24.5
Carlos Marmol^CHC^Base^198.81^76.95^24.38
Ryan O'Malley^CHC^Base^196.11^81.23^26.89
Juan Mateo^CHC^Base^198.81^76.95^24.2
Rich Hill^CHC^Base^206.86^81.23^26.97
Angel Guzman^CHC^Base^201.5^81.23^25.21
Wade Miller^CHC^Base^198.81^94.05^30.46
Jason Marquis^CHC^Base^196.11^89.78^28.53
Carlos Zambrano^CHC^Base^206.86^109.01^25.75
Ted Lilly^CHC^Base^196.11^81.23^31.15
Mark Prior^CHC^Base^206.86^98.33^26.48
Neal Cotts^CHC^Pivot^198.81^85.5^26.93
Will Ohman^CHC^Pivot^198.81^87.64^29.55
Scott Eyre^CHC^Pivot^196.11^89.78^34.75
Kerry Wood^CHC^Pivot^206.86^96.19^29.71
Ryan Dempster^CHC^Pivot^198.81^91.91^29.83
Bob Howry^CHC^Pivot^206.86^94.05^33.57
Mike Wuertz^CHC^Pivot^201.5^87.64^28.21
Roberto Novoa^CHC^Pivot^206.86^85.5^27.54
Chris Snyder^ARZ^Base^201.5^94.05^26.05
Miguel Montero^ARZ^Base^190.75^84.22^23.64
Conor Jackson^ARZ^Pivot^198.81^96.19^24.82
Robby Hammock^ARZ^Pivot^188.06^79.94^29.8
Tony Clark^ARZ^Pivot^212.24^104.74^34.71
Orlando Hudson^ARZ^Aler^193.42^79.09^29.22
Stephen Drew^ARZ^Ala-pivot^193.42^79.09^23.96
Alberto Callaspo^ARZ^Ala-pivot^188.06^74.81^23.87
Chad Tracy^ARZ^Aler^198.81^85.5^26.77
Chris Young^ARZ^Escorta^198.81^76.95^23.49
Scott Hairston^ARZ^Escorta^193.42^80.37^26.77
Carlos Quentin^ARZ^Escorta^196.11^96.19^24.51
Jeff DaVanon^ARZ^Escorta^193.42^85.5^33.23
Eric Byrnes^ARZ^Escorta^198.81^89.78^31.04
Livan Hernandez^ARZ^Base^198.81^104.74^32.02
Doug Davis^ARZ^Base^204.17^91.06^31.44
Randy Johnson^ARZ^Base^220.29^98.75^43.47
Juan Cruz^ARZ^Base^198.81^70.54^28.38
Brandon Webb^ARZ^Base^198.81^97.47^27.81
Enrique Gonzalez^ARZ^Base^188.06^89.78^24.57
Dana Eveland^ARZ^Base^196.11^106.88^23.34
Brandon Medders^ARZ^Pivot^196.11^81.65^27.09
Tony Pe?a^ARZ^Pivot^198.81^81.23^25.14
Doug Slaten^ARZ^Pivot^206.86^85.5^27.07
Edgar Gonzalez^ARZ^Pivot^193.42^91.91^24.02
Jose Valverde^ARZ^Pivot^204.17^108.59^27.6
Jorge Julio^ARZ^Pivot^196.11^99.18^27.99
Brandon Lyon^ARZ^Pivot^196.11^76.95^27.56
Miguel Olivo^FLA^Base^193.42^91.91^28.63
Matt Treanor^FLA^Base^198.81^94.05^30.99
Mike Jacobs^FLA^Pivot^198.81^76.95^26.33
Dan Uggla^FLA^Aler^190.75^85.5^26.97
Robert Andino^FLA^Ala-pivot^193.42^72.67^22.85
Hanley Ramirez^FLA^Ala-pivot^201.5^83.36^23.19
Miguel Cabrera^FLA^Aler^198.81^89.78^23.87
Aaron Boone^FLA^Aler^198.81^85.5^33.98
Joe Borchard^FLA^Escorta^206.86^94.05^28.26
Alfredo Amezaga^FLA^Escorta^188.06^70.54^29.12
Cody Ross^FLA^Escorta^190.75^76.95^26.18
Josh Willingham^FLA^Escorta^196.11^85.5^28.03
Jeremy Hermida^FLA^Escorta^204.17^85.5^23.08
Eric Reed^FLA^Escorta^190.75^72.67^26.24
Reggi Abercrombie^FLA^Escorta^201.5^95.76^26.63
Ricky Nolasco^FLA^Base^198.81^94.05^24.21
Anibal Sanchez^FLA^Base^193.42^76.95^23.01
Scott Olsen^FLA^Base^204.17^84.64^23.13
Josh Johnson^FLA^Base^212.24^102.6^23.08
Dontrelle Willis^FLA^Base^204.17^102.17^25.13
Logan Kensing^FLA^Pivot^196.11^79.09^24.66
Sergio Mitre^FLA^Pivot^204.17^89.78^26.03
Kevin Gregg^FLA^Pivot^209.55^94.05^28.7
Travis Bowyer^FLA^Pivot^201.5^85.5^25.57
Renyel Pinto^FLA^Pivot^204.17^83.36^24.65
Randy Messenger^FLA^Pivot^193.42^94.05^25.55
Yusmeiro Petit^FLA^Pivot^193.42^98.33^22.27
Carlos Martinez^FLA^Pivot^196.11^72.67^24.76
Taylor Tankersley^FLA^Pivot^196.11^94.05^23.98
Henry Owens^FLA^Pivot^201.5^98.33^27.85
Jose Garcia^FLA^Pivot^190.75^70.54^22.14
Matt Lindstrom^FLA^Pivot^204.17^87.64^27.05
Javier Valentin^CIN^Base^188.06^82.08^31.45
Chad Moeller^CIN^Base^201.5^89.78^32.03
David Ross^CIN^Base^198.81^87.64^29.95
Joey Votto^CIN^Pivot^201.5^85.5^23.47
Scott Hatteberg^CIN^Pivot^196.11^89.78^37.21
Brandon Phillips^CIN^Aler^190.75^79.09^25.67
Juan Castro^CIN^Ala-pivot^190.75^83.36^34.69
Alex Gonzalez^CIN^Ala-pivot^193.42^86.36^30.04
Mark Bellhorn^CIN^Aler^196.11^87.64^32.52
Edwin Encarnacion^CIN^Aler^196.11^83.36^24.15
Jeff Keppinger^CIN^Aler^193.42^76.95^26.86
Norris Hopper^CIN^Escorta^185.37^85.5^27.94
Chris Denorfia^CIN^Escorta^196.11^79.09^26.63
Adam Dunn^CIN^Escorta^209.55^102.6^27.31
Bubba Crosby^CIN^Escorta^190.75^79.09^30.55
Jeff Conine^CIN^Escorta^196.11^94.05^40.68
Ken Griffey Jr.^CIN^Escorta^201.5^87.64^37.27
Josh Hamilton^CIN^Escorta^204.17^87.64^25.78
Ryan Freel^CIN^Escorta^188.06^76.95^30.98
Kyle Lohse^CIN^Base^198.81^85.93^28.41
Bronson Arroyo^CIN^Base^206.86^81.23^30.01
Eric Milton^CIN^Base^201.5^88.92^31.57
Aaron Harang^CIN^Base^212.24^102.6^28.81
Kirk Saarloos^CIN^Base^193.42^94.05^27.77
Elizardo Ramirez^CIN^Base^193.42^76.95^24.09
Todd Coffey^CIN^Pivot^206.86^98.33^26.47
Brian Shackelford^CIN^Pivot^196.11^83.36^30.5
Bill Bray^CIN^Pivot^201.5^91.91^23.74
Bobby Livingston^CIN^Pivot^201.5^81.23^24.49
Matt Belisle^CIN^Pivot^201.5^83.36^26.73
Gary Majewski^CIN^Pivot^196.11^91.91^27.01
Mike Stanton^CIN^Pivot^196.11^91.91^39.75
Brad Salmon^CIN^Pivot^204.17^94.05^27.16
Jared Burton^CIN^Pivot^206.86^94.05^25.74
David Weathers^CIN^Pivot^201.5^98.33^37.43
Rheal Cormier^CIN^Pivot^188.06^83.36^39.85
Yorvit Torrealba^COL^Base^190.75^81.23^28.62
Chris Iannetta^COL^Base^190.75^83.36^23.9
Alvin Colina^COL^Base^201.5^89.35^25.18
Todd Helton^COL^Pivot^198.81^87.21^33.53
Jamey Carroll^COL^Aler^185.37^72.67^33.03
Kaz Matsui^COL^Aler^188.06^79.09^31.35
Troy Tulowitzki^COL^Ala-pivot^201.5^87.64^22.39
Clint Barmes^COL^Ala-pivot^193.42^74.81^27.99
Garrett Atkins^COL^Aler^201.5^89.78^27.22
Ryan Spilborghs^COL^Escorta^196.11^81.23^27.49
Cory Sullivan^COL^Escorta^193.42^76.95^27.53
Jeff Salazar^COL^Escorta^193.42^76.95^26.26
Willy Taveras^COL^Escorta^193.42^68.4^25.18
Matt Holliday^COL^Escorta^204.17^100.46^27.12
Brad Hawpe^COL^Escorta^201.5^85.5^27.69
Jeff Baker^COL^Escorta^198.81^89.78^25.69
Javy Lopez^COL^Aler^201.5^95.76^36.32
Byung-Hyun Kim^COL^Base^185.37^76.95^28.11
Rodrigo Lopez^COL^Base^196.11^81.23^31.21
Brian Lawrence^COL^Base^193.42^84.22^30.8
Josh Fogg^COL^Base^193.42^86.78^30.21
Aaron Cook^COL^Base^201.5^87.64^28.06
Denny Bautista^COL^Base^206.86^72.67^26.52
Ubaldo Jimenez^COL^Base^204.17^85.5^23.1
Jason Hirsh^COL^Base^214.93^106.88^25.02
Jeff Francis^COL^Base^206.86^85.5^26.14
Taylor Buchholz^COL^Base^204.17^94.05^25.38
Ryan Speier^COL^Pivot^212.24^85.5^27.6
Ramon Ramirez^COL^Pivot^190.75^81.23^25.5
Manny Corpas^COL^Pivot^201.5^72.67^24.24
Juan Morillo^COL^Pivot^196.11^81.23^23.32
Brian Fuentes^COL^Pivot^204.17^94.05^31.56
LaTroy Hawkins^COL^Pivot^206.86^91.91^34.19
Tom Martin^COL^Pivot^196.11^88.06^36.78
Jeremy Affeldt^COL^Pivot^204.17^91.91^27.73
Paul Lo Duca^NYM^Base^188.06^79.09^34.88
Ramon Castro^NYM^Base^201.5^100.46^31.0
Julio Franco^NYM^Pivot^196.11^80.37^48.52
Carlos Delgado^NYM^Pivot^201.5^98.33^34.68
Jose Valentin^NYM^Aler^188.06^83.36^37.38
Anderson Hernandez^NYM^Aler^185.37^71.82^24.33
Damion Easley^NYM^Ala-pivot^190.75^81.23^37.3
Jose Reyes^NYM^Ala-pivot^193.42^68.4^23.72
David Wright^NYM^Aler^193.42^85.5^24.19
Ben Johnson^NYM^Escorta^196.11^85.5^25.7
Endy Chavez^NYM^Escorta^188.06^80.8^29.06
David Newhan^NYM^Escorta^188.06^76.95^33.48
Carlos Beltran^NYM^Escorta^196.11^81.23^29.85
Shawn Green^NYM^Escorta^204.17^85.5^34.3
Moises Alou^NYM^Escorta^201.5^94.05^40.66
Lastings Milledge^NYM^Escorta^193.42^79.94^21.9
Alay Soler^NYM^Base^196.11^102.6^27.39
Mike Pelfrey^NYM^Base^212.24^81.23^23.13
Pedro Martinez^NYM^Base^190.75^76.95^35.35
Tom Glavine^NYM^Base^193.42^79.09^40.93
Chan Ho Park^NYM^Base^198.81^89.78^33.67
Orlando Hernandez^NYM^Base^198.81^94.05^37.39
Dave Williams^NYM^Base^198.81^93.62^27.97
Oliver Perez^NYM^Base^193.42^81.23^25.54
John Maine^NYM^Base^204.17^82.51^25.81
Marcos Carvajal^NYM^Pivot^204.17^74.81^22.53
Ambiorix Burgos^NYM^Pivot^193.42^76.95^22.86
Jason Vargas^NYM^Pivot^193.42^91.91^24.07
Jon Adkins^NYM^Pivot^190.75^89.78^29.5
Juan Padilla^NYM^Pivot^193.42^85.5^30.03
Duaner Sanchez^NYM^Pivot^193.42^81.23^27.38
Pedro Feliciano^NYM^Pivot^188.06^79.09^30.51
Aaron Heilman^NYM^Pivot^206.86^94.05^28.3
Jorge Sosa^NYM^Pivot^198.81^72.67^29.84
Scott Schoeneweis^NYM^Pivot^193.42^83.36^33.41
Guillermo Mota^NYM^Pivot^204.17^87.64^33.6
Billy Wagner^NYM^Pivot^190.75^83.36^35.6
Philip Humber^NYM^Pivot^204.17^89.78^24.19
Brad Ausmus^HOU^Base^190.75^81.23^37.88
Humberto Quintero^HOU^Base^196.11^81.23^27.56
Hector Gimenez^HOU^Base^188.06^76.95^24.42
Lance Berkman^HOU^Pivot^196.11^94.05^31.05
Mike Lamb^HOU^Pivot^196.11^81.23^31.56
Mark Loretta^HOU^Aler^193.42^79.52^35.55
Craig Biggio^HOU^Aler^190.75^79.09^41.21
Brooks Conrad^HOU^Aler^190.75^81.23^27.12
Chris Burke^HOU^Aler^190.75^76.95^26.97
Eric Bruntlett^HOU^Aler^193.42^81.23^28.92
Adam Everett^HOU^Ala-pivot^193.42^72.67^30.06
Morgan Ensberg^HOU^Aler^198.81^89.78^31.51
Carlos Lee^HOU^Escorta^198.81^102.6^30.69
Jason Lane^HOU^Escorta^198.81^94.05^30.19
Orlando Palmeiro^HOU^Escorta^190.75^76.95^38.11
Luke Scott^HOU^Escorta^193.42^89.78^28.68
Charlton Jimerson^HOU^Escorta^201.5^89.78^27.44
Fernando Nieve^HOU^Base^193.42^83.36^24.63
Wandy Rodriguez^HOU^Base^190.75^68.4^28.11
Brandon Backe^HOU^Base^193.42^76.95^28.9
Matt Albers^HOU^Base^193.42^87.64^24.11
Woody Williams^HOU^Base^193.42^85.5^40.53
Roy Oswalt^HOU^Base^193.42^79.09^29.5
Jason Jennings^HOU^Base^198.81^104.74^28.62
Miguel Asencio^HOU^Pivot^198.81^81.23^26.42
Brad Lidge^HOU^Pivot^206.86^89.78^30.18
Trever Miller^HOU^Pivot^201.5^85.5^33.75
David Borkowski^HOU^Pivot^196.11^85.5^30.06
Dan Wheeler^HOU^Pivot^201.5^94.91^29.22
Paul Estrada^HOU^Pivot^196.11^91.91^24.47
Lincoln Holdzkom^HOU^Pivot^204.17^102.6^24.94
Chris Sampson^HOU^Pivot^193.42^72.67^28.77
Chad Qualls^HOU^Pivot^206.86^94.05^28.54
Ezequiel Astacio^HOU^Pivot^201.5^66.69^27.32
Mike Lieberthal^LA^Base^193.42^81.23^35.12
Russell Martin^LA^Base^190.75^86.36^24.04
Olmedo Saenz^LA^Pivot^190.75^94.48^36.39
James Loney^LA^Pivot^201.5^85.5^22.81
Nomar Garciaparra^LA^Pivot^193.42^81.23^33.6
Jeff Kent^LA^Aler^196.11^89.78^38.98
Ramon Martinez^LA^Aler^196.11^81.23^34.39
Marlon Anderson^LA^Aler^190.75^85.5^33.15
Rafael Furcal^LA^Ala-pivot^188.06^70.54^29.35
Wilson Betemit^LA^Aler^201.5^81.23^26.59
Andy LaRoche^LA^Aler^190.75^79.09^23.46
Matt Kemp^LA^Escorta^204.17^98.33^22.43
Andre Ethier^LA^Escorta^196.11^88.92^24.89
Delwyn Young^LA^Escorta^182.68^89.35^24.67
Jason Repko^LA^Escorta^190.75^74.81^26.17
Juan Pierre^LA^Escorta^193.42^76.95^29.54
Luis Gonzalez^LA^Escorta^198.81^85.5^39.49
Jason Schmidt^LA^Base^206.86^87.64^34.08
Randy Wolf^LA^Base^193.42^85.5^30.52
Brad Penny^LA^Base^204.17^106.88^28.77
Derek Lowe^LA^Base^209.55^89.78^33.75
Mark Hendrickson^LA^Base^217.6^98.33^32.69
Chad Billingsley^LA^Base^193.42^104.31^22.59
Takashi Saito^LA^Pivot^196.11^86.36^37.04
Jonathan Broxton^LA^Pivot^204.17^102.6^22.7
Hong-Chih Kuo^LA^Pivot^193.42^85.5^25.6
Eric Stults^LA^Pivot^193.42^91.91^27.23
Chin-Hui Tsao^LA^Pivot^198.81^75.67^25.74
Tim Hamulack^LA^Pivot^204.17^89.78^30.29
Yhency Brazoban^LA^Pivot^196.11^72.67^26.72
Brett Tomko^LA^Pivot^204.17^91.91^33.9
Joe Beimel^LA^Pivot^201.5^92.77^29.86
Elmer Dessens^LA^Pivot^188.06^84.64^36.13
Ryan Budde^PHI^Base^190.75^85.5^27.54
Rod Barajas^PHI^Base^198.81^94.05^31.49
Carlos Ruiz^PHI^Base^193.42^72.67^28.1
Chris Coste^PHI^Base^196.11^85.5^34.07
Ryan Howard^PHI^Pivot^204.17^98.33^27.28
Wes Helms^PHI^Pivot^204.17^98.75^30.8
Chase Utley^PHI^Aler^196.11^78.23^28.2
Danny Sandoval^PHI^Aler^190.75^82.08^27.9
Jimmy Rollins^PHI^Ala-pivot^182.68^71.39^28.26
Abraham Nu?ez^PHI^Aler^190.75^81.23^30.96
Michael Bourn^PHI^Escorta^190.75^76.95^24.18
Chris Roberson^PHI^Escorta^198.81^76.95^27.52
Jayson Werth^PHI^Escorta^206.86^91.91^27.78
Shane Victorino^PHI^Escorta^185.37^68.4^26.25
Aaron Rowand^PHI^Escorta^193.42^87.64^29.5
Pat Burrell^PHI^Escorta^204.17^95.33^30.39
Greg Dobbs^PHI^Aler^196.11^87.64^28.66
Cole Hamels^PHI^Base^201.5^74.81^23.18
Alfredo Simon^PHI^Base^204.17^72.67^25.81
Scott Mathieson^PHI^Base^201.5^81.23^23.01
Freddy Garcia^PHI^Base^204.17^102.6^31.72
Jamie Moyer^PHI^Base^193.42^74.81^44.28
Jon Lieber^PHI^Base^198.81^98.33^36.91
Brett Myers^PHI^Base^204.17^95.33^26.54
Adam Eaton^PHI^Base^198.81^83.79^29.27
Geoff Geary^PHI^Pivot^193.42^71.39^30.51
Clay Condrey^PHI^Pivot^201.5^83.36^31.28
Ryan Madson^PHI^Pivot^209.55^81.23^26.51
Antonio Alfonseca^PHI^Pivot^206.86^106.88^34.87
Tom Gordon^PHI^Pivot^188.06^81.23^39.28
Brian Sanches^PHI^Pivot^193.42^81.23^28.56
Jim Ed Warden^PHI^Pivot^212.24^81.23^27.82
Anderson Garcia^PHI^Pivot^198.81^72.67^25.94
Eude Brito^PHI^Pivot^190.75^68.4^28.53
Fabio Castro^PHI^Pivot^182.68^64.12^22.11
Matt Smith^PHI^Pivot^206.86^96.19^27.71
Damian Miller^MLW^Base^201.5^94.05^37.38
Johnny Estrada^MLW^Base^190.75^89.35^30.67
Mike Rivera^MLW^Base^193.42^89.78^30.48
J.D. Closser^MLW^Base^188.06^75.24^27.12
Prince Fielder^MLW^Pivot^193.42^111.15^22.81
Rickie Weeks^MLW^Aler^193.42^83.36^24.46
Tony Graffanino^MLW^Aler^196.11^81.23^34.73
Craig Counsell^MLW^Ala-pivot^193.42^78.66^36.53
J.J. Hardy^MLW^Ala-pivot^198.81^76.95^24.53
Bill Hall^MLW^Ala-pivot^193.42^83.36^27.17
Vinny Rottino^MLW^Aler^193.42^83.36^26.9
Corey Koskie^MLW^Aler^201.5^93.62^33.67
Kevin Mench^MLW^Escorta^193.42^96.19^29.14
Geoff Jenkins^MLW^Escorta^196.11^90.63^32.61
Brady Clark^MLW^Escorta^198.81^86.36^33.87
Tony Gwynn Jr.^MLW^Escorta^193.42^79.09^24.41
Corey Hart^MLW^Escorta^209.55^85.5^24.94
Gabe Gross^MLW^Escorta^201.5^89.35^27.36
Laynce Nix^MLW^Escorta^193.42^85.5^26.33
Drew Anderson^MLW^Escorta^198.81^83.36^25.72
Claudio Vargas^MLW^Base^201.5^97.47^28.7
Chris Capuano^MLW^Base^201.5^89.78^28.53
Ben Hendrickson^MLW^Base^204.17^81.23^26.07
Dave Bush^MLW^Base^198.81^90.63^27.31
Carlos Villanueva^MLW^Base^198.81^81.23^23.26
Ben Sheets^MLW^Base^196.11^93.19^28.62
Jeff Suppan^MLW^Base^198.81^94.05^32.16
Brian Shouse^MLW^Pivot^190.75^81.23^38.43
Francisco Cordero^MLW^Pivot^198.81^100.46^31.81
Derrick Turnbow^MLW^Pivot^201.5^89.78^29.1
Matt Wise^MLW^Pivot^204.17^85.5^31.28
Grant Balfour^MLW^Pivot^198.81^80.37^29.17
Dennis Sarfate^MLW^Pivot^204.17^89.78^25.89
Jose Capellan^MLW^Pivot^204.17^100.46^26.13
Greg Aquino^MLW^Pivot^196.11^80.37^29.13
Josh Bard^SD^Base^201.5^91.91^28.92
Rob Bowen^SD^Base^201.5^92.34^26.01
Adrian Gonzalez^SD^Pivot^198.81^94.05^24.81
Marcus Giles^SD^Aler^182.68^76.95^28.79
Todd Walker^SD^Aler^193.42^79.09^33.77
Geoff Blum^SD^Ala-pivot^201.5^85.5^33.85
Khalil Greene^SD^Ala-pivot^190.75^89.78^27.36
Paul McAnulty^SD^Escorta^188.06^94.05^26.01
Terrmel Sledge^SD^Escorta^193.42^79.09^29.95
Jack Cust^SD^Escorta^196.11^98.75^28.12
Jose Cruz Jr.^SD^Escorta^193.42^89.78^32.87
Russell Branyan^SD^Escorta^201.5^83.36^31.2
Mike Cameron^SD^Escorta^198.81^85.5^34.14
Brian Giles^SD^Escorta^188.06^87.64^36.11
Kevin Kouzmanoff^SD^Aler^196.11^85.5^25.6
Mike Thompson^SD^Base^204.17^85.5^26.31
Clay Hensley^SD^Base^190.75^81.23^27.5
Chris Young^SD^Base^220.29^106.88^27.77
Greg Maddux^SD^Base^193.42^79.09^40.88
Jake Peavy^SD^Base^196.11^76.95^25.75
Scott Cassidy^SD^Pivot^198.81^72.67^31.41
Scott Strickland^SD^Pivot^190.75^76.95^30.84
Scott Linebrink^SD^Pivot^201.5^88.92^30.57
Doug Brocail^SD^Pivot^206.86^100.46^39.79
Trevor Hoffman^SD^Pivot^193.42^91.91^39.38
Heath Bell^SD^Pivot^198.81^104.31^29.42
Royce Ring^SD^Pivot^193.42^94.05^26.19
Cla Meredith^SD^Pivot^196.11^79.09^23.74
Andrew Brown^SD^Pivot^209.55^98.33^26.03
Mike Adams^SD^Pivot^206.86^81.23^28.59
Justin Hampson^SD^Pivot^196.11^85.5^26.77
Kevin Cameron^SD^Pivot^196.11^76.95^27.21
Ryan Ketchner^SD^Pivot^196.11^81.23^24.87
Brian Schneider^WAS^Base^196.11^83.79^30.26
Jesus Flores^WAS^Base^196.11^76.95^22.34
Larry Broadway^WAS^Pivot^204.17^98.33^26.2
Nick Johnson^WAS^Pivot^201.5^95.76^28.45
Bernie Castro^WAS^Aler^188.06^68.4^27.63
Josh Wilson^WAS^Ala-pivot^196.11^76.09^25.93
Cristian Guzman^WAS^Ala-pivot^193.42^87.64^28.94
Felipe Lopez^WAS^Ala-pivot^196.11^79.09^26.8
Ryan Zimmerman^WAS^Aler^201.5^89.78^22.42
Nook Logan^WAS^Escorta^198.81^76.95^27.26
Ryan Church^WAS^Escorta^196.11^81.23^28.38
Kory Casto^WAS^Escorta^196.11^85.5^25.23
Mike Restovich^WAS^Escorta^204.17^109.87^28.16
Alex Escobar^WAS^Escorta^196.11^81.23^28.48
Austin Kearns^WAS^Escorta^201.5^94.05^26.78
Chris Snelling^WAS^Escorta^188.06^70.54^25.24
Billy Traber^WAS^Base^206.86^87.64^27.45
Tim Redding^WAS^Base^193.42^85.5^29.05
John Patterson^WAS^Base^206.86^88.92^29.08
Shawn Hill^WAS^Base^198.81^79.09^25.84
Joel Hanrahan^WAS^Base^201.5^91.91^25.4
Mike O'Connor^WAS^Base^201.5^72.67^26.54
Emiliano Fruto^WAS^Pivot^201.5^100.46^22.73
Chris Schroder^WAS^Pivot^201.5^89.78^28.53
Brett Campbell^WAS^Pivot^193.42^72.67^25.37
Beltran Perez^WAS^Pivot^198.81^76.95^25.35
Levale Speigner^WAS^Pivot^190.75^72.67^26.43
Jason Bergmann^WAS^Pivot^204.17^81.23^25.43
Saul Rivera^WAS^Pivot^190.75^64.12^29.23
Chris Booker^WAS^Pivot^201.5^98.33^30.22
Micah Bowie^WAS^Pivot^204.17^86.78^32.3
Jon Rauch^WAS^Pivot^222.99^111.15^28.42
Jerome Williams^WAS^Pivot^201.5^105.16^25.24
Luis Ayala^WAS^Pivot^198.81^79.52^29.13
Ryan Wagner^WAS^Pivot^204.17^89.78^24.63
Chad Cordero^WAS^Pivot^193.42^84.64^24.95
Humberto Cota^PIT^Base^193.42^89.78^28.06
Ronny Paulino^PIT^Base^201.5^91.91^25.86
Adam LaRoche^PIT^Pivot^201.5^76.95^27.32
Ryan Doumit^PIT^Pivot^193.42^85.5^25.91
Brad Eldred^PIT^Pivot^206.86^104.74^26.63
Jose Castillo^PIT^Aler^196.11^85.5^25.95
Jack Wilson^PIT^Ala-pivot^193.42^82.08^29.17
Freddy Sanchez^PIT^Aler^188.06^82.08^29.19
Jason Bay^PIT^Escorta^198.81^85.5^28.44
Jose Bautista^PIT^Escorta^193.42^82.08^26.36
Xavier Nady^PIT^Escorta^198.81^87.64^28.29
Jody Gerut^PIT^Escorta^193.42^81.23^29.45
Nate McLouth^PIT^Escorta^190.75^79.52^25.34
Chris Duffy^PIT^Escorta^188.06^72.67^26.86
Rajai Davis^PIT^Escorta^190.75^84.22^26.36
Shane Youman^PIT^Base^204.17^93.62^27.39
Yoslan Herrera^PIT^Base^198.81^85.5^25.84
Josh Shortslef^PIT^Base^204.17^94.05^25.08
Zach Duke^PIT^Base^198.81^88.49^23.87
Paul Maholm^PIT^Base^198.81^96.19^24.68
Tom Gorzelanny^PIT^Base^198.81^88.49^24.64
Shawn Chacon^PIT^Base^201.5^90.63^29.19
Tony Armas Jr.^PIT^Base^201.5^96.19^28.84
Ian Snell^PIT^Base^190.75^72.67^25.33
Sean Burnett^PIT^Base^190.75^81.23^24.45
John Grabow^PIT^Pivot^198.81^89.78^28.32
Marty McLeary^PIT^Pivot^206.86^98.33^32.34
Salomon Torres^PIT^Pivot^190.75^89.78^34.97
Damaso Marte^PIT^Pivot^198.81^85.5^32.04
Matt Capps^PIT^Pivot^201.5^101.75^23.49
Josh Sharpless^PIT^Pivot^206.86^100.04^26.09
Bryan Bullington^PIT^Pivot^204.17^94.91^26.41
Jonah Bayliss^PIT^Pivot^198.81^85.5^26.55
Brian Rogers^PIT^Pivot^204.17^81.23^24.62
Juan Perez^PIT^Pivot^193.42^72.67^28.49
Bengie Molina^SF^Base^190.75^94.05^32.61
Eliezer Alfonzo^SF^Base^193.42^95.33^28.06
Lance Niekro^SF^Pivot^201.5^89.78^28.08
